Date,Open,High,Low,Close,Adj Close,Volume
1980-12-12,0.09872590005397798,0.09915511927657,0.09872590005397798,0.09872590005397797,469033600,0.09872590005397797
1980-12-15,0.09400454041387873,0.09400454041387873,0.09357532113790512,0.09357532113790512,175884800,0.09357532113790512
1980-12-16,0.0871363438147899,0.0871363438147899,0.08670713007450104,0.08670713007450104,105728000,0.08670713007450104
1980-12-17,0.08885318040847778,0.08928239973569656,0.08885318040847778,0.08885318040847778,86441600,0.08885318040847778
1980-12-18,0.09142924845218658,0.09185846202765592,0.09142924845218658,0.09142924845218658,73449600,0.09142924845218658
1980-12-19,0.09700904786586761,0.09743826714704135,0.09700904786586761,0.09700904786586761,48630400,0.09700904786586761
1980-12-22,0.10173047333955765,0.10216046073134415,0.10173047333955765,0.10173047333955765,37363200,0.10173047333955765
1980-12-23,0.106023408472538,0.10645262793611035,0.106023408472538,0.106023408472538,46950400,0.106023408472538
1980-12-24,0.11160320788621904,0.112032427275847,0.11160320788621904,0.11160320788621902,48003200,0.11160320788621902
1980-12-26,0.12190512567758559,0.12233434490262861,0.12190512567758559,0.1219051256775856,55574400,0.1219051256775856
1980-12-29,0.12362201511859894,0.1240512344269807,0.12362201511859894,0.12362201511859894,93161600,0.12362201511859894
1980-12-30,0.1210467466643156,0.1210467466643156,0.120617538690567,0.12061753869056702,68880000,0.12061753869056702
1980-12-31,0.1176129790746809,0.1176129790746809,0.11718375980854034,0.11718375980854034,35750400,0.11718375980854034
1981-01-02,0.11847140640020369,0.11932984493433463,0.11847140640020369,0.1184714064002037,21660800,0.1184714064002037
1981-01-05,0.11632534345454419,0.11632534345454419,0.11589613556861877,0.11589613556861877,35728000,0.11589613556861877
1981-01-06,0.1111739862720421,0.1111739862720421,0.11074476689100266,0.11074476689100266,45158400,0.11074476689100266
1981-01-07,0.10645262793611035,0.10645262793611035,0.106023408472538,0.106023408472538,55686400,0.106023408472538
1981-01-08,0.10430654379539715,0.10430654379539715,0.10387733578681946,0.10387733578681946,39827200,0.10387733578681946
1981-01-09,0.10945708304643631,0.10988630228174477,0.10945708304643631,0.10945708304643631,21504000,0.10945708304643631
1981-01-12,0.10945713653450125,0.10945713653450125,0.10859870910644531,0.10859870910644531,23699200,0.10859870910644531
1981-01-13,0.1051649589024862,0.1051649589024862,0.10473573952913284,0.10473573952913284,23049600,0.10473573952913284
1981-01-14,0.10516496002674103,0.10559417940468292,0.10516496002674103,0.10516496002674103,14291200,0.10516496002674103
1981-01-15,0.10731102526187897,0.10816945239418428,0.10731102526187897,0.10731102526187897,14067200,0.10731102526187897
1981-01-16,0.10688181103478024,0.10688181103478024,0.1064525917172432,0.1064525917172432,13395200,0.1064525917172432
1981-01-19,0.11289083957672119,0.11332005890925595,0.11289083957672119,0.11289083957672119,41574400,0.11289083957672119
1981-01-20,0.10988630228174477,0.10988630228174477,0.10945708304643631,0.10945708304643631,30083200,0.10945708304643631
1981-01-21,0.11160320788621904,0.11246163520342488,0.11160320788621904,0.11160320788621902,15904000,0.11160320788621902
1981-01-22,0.11289083957672119,0.11374927824179072,0.11289083957672119,0.11289083957672119,35548800,0.11289083957672119
1981-01-23,0.11289082344916843,0.11332004272038504,0.11246160417795181,0.11246160417795181,11222400,0.11246160417795181
1981-01-26,0.1111739862720421,0.1111739862720421,0.11074476689100266,0.11074476689100266,24640000,0.11074476689100266
1981-01-27,0.11074472305369229,0.11074472305369229,0.1098862960934639,0.1098862960934639,23699200,0.1098862960934639
1981-01-28,0.10688181103478024,0.10688181103478024,0.1064525917172432,0.1064525917172432,28156800,0.1064525917172432
1981-01-29,0.10301882641596055,0.10301882641596055,0.10258960723876953,0.10258960723876953,43904000,0.10258960723876953
1981-01-30,0.09786748642821508,0.09786748642821508,0.09700904786586761,0.09700904786586761,46188800,0.09700904786586761
1981-02-02,0.09185846202765592,0.09185846202765592,0.09142924845218658,0.09142924845218658,23766400,0.09142924845218658
1981-02-03,0.09486296772956848,0.0952921812496098,0.09486296772956848,0.09486296772956848,19152000,0.09486296772956848
1981-02-04,0.09829674661159515,0.0987259546093192,0.09829674661159515,0.09829674661159515,27865600,0.09829674661159515
1981-02-05,0.09829674661159515,0.0991551740690952,0.09829674661159515,0.09829674661159515,7929600,0.09829674661159515
1981-02-06,0.09872590005397798,0.09915511927657,0.09872590005397798,0.09872590005397797,13865600,0.09872590005397797
1981-02-09,0.09443375395882883,0.09443375395882883,0.09357532113790512,0.09357532113790512,16755200,0.09357532113790512
1981-02-10,0.09357532113790512,0.09400454041387873,0.09357532113790512,0.09357532113790512,18345600,0.09357532113790512
1981-02-11,0.09100000602221343,0.09100000602221343,0.09057079255580902,0.09057079255580902,13843200,0.09057079255580902
1981-02-12,0.09014160872684523,0.09014160872684523,0.08971162140369415,0.08971162140369415,14560000,0.08971162140369415
1981-02-13,0.08842398178676342,0.08842398178676342,0.08756554871797562,0.08756554871797562,11155200,0.08756554871797562
1981-02-17,0.08971162140369415,0.09014160872684523,0.08971162140369415,0.08971162140369415,12275200,0.08971162140369415
1981-02-18,0.09357532113790512,0.09443375395882883,0.09357532113790512,0.09357532113790512,19241600,0.09357532113790512
1981-02-19,0.0884239661880306,0.0884239661880306,0.08799474686384201,0.08799474686384201,22310400,0.08799474686384201
1981-02-20,0.08370260038243983,0.08370260038243983,0.08327338099479675,0.08327338099479675,24371200,0.08327338099479675
1981-02-23,0.08456104248762131,0.08499026195034613,0.08456104248762131,0.08456104248762131,14112000,0.08456104248762131
1981-02-24,0.08241495446825543,0.08241495446825543,0.0815565213561058,0.0815565213561058,16979200,0.0815565213561058
1981-02-25,0.08670713007450104,0.0871363438147899,0.08670713007450104,0.08670713007450104,19488000,0.08670713007450104
1981-02-26,0.08799474686384201,0.0884239661880306,0.08799474686384201,0.08799474686384201,10841600,0.08799474686384201
1981-02-27,0.0910000205039978,0.09185845330444048,0.0910000205039978,0.0910000205039978,14761600,0.0910000205039978
1981-03-02,0.09142924845218658,0.09185846202765592,0.09142924845218658,0.09142924845218658,11760000,0.09142924845218658
1981-03-03,0.0905707837633794,0.0905707837633794,0.09014156460762024,0.09014156460762024,16172800,0.09014156460762024
1981-03-04,0.08971162948070362,0.08971162948070362,0.08928241580724716,0.08928241580724716,13708800,0.08928241580724716
1981-03-05,0.08928239973569656,0.08928239973569656,0.08885318040847778,0.08885318040847778,5376000,0.08885318040847778
1981-03-06,0.08885317978119502,0.08885317978119502,0.08799474686384201,0.08799474686384201,11603200,0.08799474686384201
1981-03-09,0.08155648455305108,0.08155648455305108,0.08112727105617523,0.08112727105617523,15321600,0.08112727105617523
1981-03-10,0.07769279990471692,0.07769279990471692,0.07726358622312546,0.07726358622312546,28380800,0.07726358622312546
1981-03-11,0.0751174906209458,0.0751174906209458,0.07425905764102936,0.07425905764102936,29859200,0.07425905764102936
1981-03-12,0.07726358622312546,0.07769279990471692,0.07726358622312546,0.07726358622312546,59248000,0.07726358622312546
1981-03-13,0.0768343738499858,0.0768343738499858,0.07640516012907028,0.07640516012907028,231302400,0.07640516012907028
1981-03-16,0.07941040396690369,0.08026883667395274,0.07941040396690369,0.07941040396690369,37228800,0.07941040396690369
1981-03-17,0.08327338099479675,0.0841318140390579,0.08327338099479675,0.08327338099479675,43747200,0.08327338099479675
1981-03-18,0.08842398226261139,0.08928241533601879,0.08842398226261139,0.08842398226261139,36937600,0.08842398226261139
1981-03-19,0.08799476238685693,0.08799476238685693,0.08756554871797562,0.08756554871797562,37811200,0.08756554871797562
