Date,Open,High,Low,Close,Adj Close,Volume
2012-05-18,41.85274730447847,44.788909937520984,37.821746169462166,38.05066680908203,573576400,38.05066680908203
2012-05-21,36.35863772273698,36.48802895999729,32.845198054874245,33.870365142822266,168192700,33.870365142822266
2012-05-22,32.457028071093745,33.43243046473635,30.794861915298114,30.85457992553711,101786600,30.85457992553711
2012-05-23,31.222847755786916,32.347546219825745,31.212894436834176,31.849891662597656,73600000,31.849891662597656
2012-05-24,32.79543446955165,33.05421315600395,31.620969468447022,32.875057220458984,50237200,32.875057220458984
2012-05-25,32.745668741075114,32.79543343342029,30.96406465877823,31.760311126708984,37149800,31.760311126708984
2012-05-29,31.332331248975276,31.541347155393254,28.515606460743793,28.704715728759766,78063400,28.704715728759766
2012-05-30,28.5653719220225,29.411383138084013,27.72931212636516,28.057764053344727,57267900,28.057764053344727
2012-05-31,28.41607170055536,29.530818635855635,26.70414087325985,29.46114730834961,111639200,29.46114730834961
2012-06-01,28.754479457311845,29.013260052612164,27.261515798703314,27.589967727661133,41855500,27.589967727661133
2012-06-04,27.07240710375525,27.520295040265076,26.315971992794882,26.773813247680664,35230300,26.773813247680664
2012-06-05,26.574756149463568,27.629783359990103,25.629211658994386,25.74864959716797,42473400,25.74864959716797
2012-06-06,25.94770801789494,27.042548411146505,25.400288770469885,26.684236526489258,61489200,26.684236526489258
2012-06-07,26.87334639358499,27.221704967256205,26.027333257069603,26.186582565307617,26159500,26.186582565307617
2012-06-08,26.42545821663245,27.62978332285785,26.315975496722228,26.97287940979004,38034000,26.97287940979004
2012-06-11,27.052499576571964,27.93832400046017,26.714094356533508,26.883296966552734,28219600,26.883296966552734
2012-06-12,27.351093768730035,27.639734320612682,26.833532578155165,27.271469116210938,15816800,27.271469116210938
2012-06-13,27.530250258449133,27.968186805205505,26.972877679741977,27.142080307006836,17102800,27.142080307006836
2012-06-14,27.520294250725613,28.18715137557204,27.251560357488696,28.15729331970215,16855000,28.15729331970215
2012-06-15,28.376262798846742,29.958804426971096,28.21701349398907,29.869226455688477,43563800,29.869226455688477
2012-06-18,29.81946010033854,31.929518152612467,29.272040847804465,31.262659072875977,42978900,31.262659072875977
2012-06-19,31.392047847191506,32.02904502153611,30.555988106663552,31.760311126708984,30849000,31.760311126708984
2012-06-20,31.77026556618712,31.780218884687724,31.003877127253325,31.451766967773438,15553600,31.451766967773438
2012-06-21,31.521440680057587,32.34754719399904,31.362191368820792,31.690643310546875,21875300,31.690643310546875
2012-06-22,32.25796514627044,33.29308743701767,31.909608508424064,32.894962310791016,74834000,32.894962310791016
2012-06-25,32.70585725983355,32.86510656214205,31.402000986880683,31.909610748291016,24352900,31.909610748291016
2012-06-26,32.536652282594815,33.28313408856248,32.34754492526535,32.94472885131836,24858700,32.94472885131836
2012-06-27,32.3077322815222,32.74567071285658,31.75035972040847,32.07881164550781,28568000,32.07881164550781
2012-06-28,31.810078389704568,32.038999030434134,30.75505125983666,31.212894439697266,17713300,31.212894439697266
2012-06-29,31.770266154746842,31.839937487140357,30.61570776490779,30.954113006591797,19526900,30.954113006591797
2012-07-02,31.103407831299386,31.581155719971818,30.40669073651774,30.625659942626953,14122000,30.625659942626953
2012-07-03,30.765005524323907,31.292520054671268,30.655520910870305,31.053646087646484,8763600,31.053646087646484
2012-07-05,31.173082166266834,31.481627470145547,30.874490181661827,31.322378158569336,10032100,31.322378158569336
2012-07-06,31.292519028867037,31.75036030938893,31.113363084870997,31.581157684326172,10945600,31.581157684326172
2012-07-09,31.94942503157311,32.725768819294444,31.839942306270313,32.01909637451172,17785200,32.01909637451172
2012-07-10,32.27787592642813,32.32764062439512,31.013832854690623,31.322378158569336,14269500,31.322378158569336
2012-07-11,31.33232822250113,31.411952870016453,30.406690508634636,30.82472038269043,13030300,30.82472038269043
2012-07-12,30.55598932344026,31.25270453602339,30.45645803638513,30.66547203063965,11300700,30.66547203063965
2012-07-13,30.89439582069791,30.924253879151504,30.416646003024148,30.575895309448242,8108300,30.575895309448242
2012-07-16,30.356926639523127,30.356926639523127,28.077667957650853,28.117481231689453,24672100,28.117481231689453
2012-07-17,28.3464008888302,28.455885490275406,27.022639946925175,27.95823097229004,30438600,27.95823097229004
2012-07-18,28.177201255052022,29.152605656186616,28.017951944336485,28.97344970703125,16841800,28.97344970703125
2012-07-19,29.272040662494717,29.36161863392797,28.495698876207012,28.863964080810547,13685100,28.863964080810547
2012-07-20,28.86396359908726,29.33175818778588,28.585276370568106,28.625089645385742,11869100,28.625089645385742
2012-07-23,27.988095057655745,28.863966303286343,27.878610440051315,28.61513900756836,12390700,28.61513900756836
2012-07-24,28.684806869012753,29.31185264130687,27.96818502764943,28.316543579101562,11539800,28.316543579101562
2012-07-25,28.256823422373856,29.35166376094277,27.94827814733035,29.202367782592773,17230200,29.202367782592773
2012-07-26,27.619826387944194,28.09757428065987,26.604610692122346,26.724048614501953,64597400,26.724048614501953
2012-07-27,23.081218483508778,24.42488614370399,22.175487357404165,23.598777770996094,123102300,23.598777770996094
2012-07-30,23.88741781819581,23.92723109245881,22.9219686981349,23.041404724121094,29285900,23.041404724121094
2012-07-31,23.260372846487297,23.260372846487297,21.50862872737851,21.608158111572266,56179400,21.608158111572266
2012-08-01,21.39914546575802,21.478770117136413,20.742241617285938,20.782052993774414,44604400,20.782052993774414
2012-08-02,20.67257249704659,20.74224383715886,19.72702799963304,19.94599723815918,56374500,19.94599723815918
2012-08-03,20.26449458129785,22.056050263629622,19.80665139236323,20.991069793701172,80647000,20.991069793701172
2012-08-06,21.289662281693936,22.04609746956658,21.200084305603653,21.817176818847656,27778900,21.817176818847656
2012-08-07,22.09586565132162,22.344692958663522,20.403839202036004,20.622806549072266,36782900,20.622806549072266
2012-08-08,20.612853228970387,21.05078982144461,20.125151934388462,20.622806549072266,29537400,20.622806549072266
